# Containers as DATA: what the step loop evaluates, and what it leaves
# alone. The bracket forms are documented in core/spec/README.md — `[ … ]`
# and `{ … }` are the PARSER's containers (Eval set), `[q … ]` and
# `{q … }` the runtime's, and `p( … )` is a paren-EXPRESSION value rather
# than the paren markers.
#
# The eval/no-eval split is the whole subject, and writing these rows found
# two defects in core/ts. It descended into a map REGARDLESS of the Eval
# flag, so a map a word handler returned had its values evaluated on one
# side and not the other — `{q a: [ boomq 1 ] }` RAISED in TS where Go
# returned the map untouched. And a map value that evaluated to NOTHING
# kept its key as an empty list where Go drops the key entirely.
#
# expr	expected	note

# --- the Eval flag decides, for lists and maps alike -----------------------
# A container the PARSER built evaluates its contents once, at the end of
# the run; one a word handler returned is data and stays verbatim. Quoting
# the OUTER container stops the descent — the inner one is not reached, so
# its own flag never gets a say.
list [ 1 2 ]	[[1 2]]
list p( addq 1 2 )	[(addq 1 2)]

# --- a RUNTIME map handed to a word is data, at consumption too ----------
# The Eval gate applies where a map is CONSUMED as an argument, not only at
# the end-of-run residual sweep. core/ts gated the residual path and not the
# consumption path, so a `{q …}` map passed to a word had its values
# evaluated anyway — `boomq {q a: p( nosuchword ) }` raised undefined_word
# from inside the map where Go hands the handler the map as given and lets
# it raise its own error.
run boomq {q a: [ nosuchword ] }	ERROR:fixture_boom
run boomq {q a: p( addq 1 ) }	ERROR:fixture_boom
run boomq {q a: p( nosuchword ) }	ERROR:fixture_boom
run boomq {q a: { b: p( nosuchword ) } }	ERROR:fixture_boom
run boomq {q a: {q b: p( nosuchword ) } }	ERROR:fixture_boom

# --- a bare MARKER as a map value ---------------------------------------
# An END or paren marker written where a map value goes is a PROGRAM, not
# data: running it is what drops the key, because an End alone leaves no
# residual. core/ts enumerated only paren-exprs and words as programs, so
# the marker fell through and was stored — `{ a: ; }` rendered `{a:end}`
# against Go's `{}`, and a stray `)` became map data instead of the syntax
# error it is.
run [ { a: ; } { b: 1 } ]	[{} {b:1}]
run boomq [ { a: ) } ]	ERROR:syntax_error
run { a: ( }	ERROR:syntax_error
run { a: ) }	ERROR:syntax_error
run { a: 1 b: ; }	{a:1}
run { a: ; b: 1 }	{b:1}
run { a: ; b: ; }	{}
run { a: ; }	{}
run { a: p( { b: ; } ) }	{a:{}}
run { a: { b: ; c: 1 } }	{a:{c:1}}

# --- a map ARGUMENT is evaluated before the handler runs ----------------
# So a failure inside the map is reported instead of the handler's own
# error masking it. Two defects made core/ts fire first: a bare WORD map
# value went through resolveWordsDeep, which leaves an unresolvable name
# ALONE, where Go runs it in a sub-engine (a def resolves, an unbound name
# raises); and the NESTED-map arm carried no Eval gate, so a runtime map
# inside an eval one was evaluated anyway.
#
# The pairs below are the point: which error surfaces says which side ran
# first, and the {q …} rows say the gate is respected all the way down.
run 5 addq (	ERROR:signature_error
run addq ( ( 1 2	ERROR:signature_error
run addq ( 1 2	ERROR:signature_error
run addq ( negq 3	ERROR:signature_error
run boomq (	ERROR:signature_error
run boomq { a: 1 b: nosuchword }	ERROR:undefined_word
run boomq { a: addq b: p( nosuchword ) }	ERROR:signature_error
run boomq { a: addq }	ERROR:signature_error
run boomq { a: nosuchword b: p( addq 1 ) }	ERROR:undefined_word
run boomq { a: nosuchword }	ERROR:undefined_word
run boomq { a: p( ) b: nosuchword }	ERROR:undefined_word
run boomq { a: {q b: p( nosuchword ) } }	ERROR:fixture_boom
run negq (	ERROR:signature_error
