# compare.tsv — the `tcmp` three-way comparison, exhaustive over scalars.
#
# `a tcmp b` yields -1 / 0 / 1 — a sorts before / with / after b — over
# the UNIFIED total order across every value (the order `sort` and the
# collection words use; see eng/go/compare.go). The family-restricted
# words cmp / lt / lte / gt / gte share this order but reject cross-
# family pairs ([boru/incomparable]) — see compare-restrict.tsv — so this
# exhaustive cross-product is exercised through tcmp. The rows are the
# full cross product of a representative value of each scalar kind, a
# path value, and every scalar type literal.
#
# Order rules:
#
#   1. Cross-family pairs (e.g. Integer vs String) settle by the
#      unified lattice Rank — no Comparer applies, so compareTypes
#      orders by Rank → depth → name → ID.
#   2. Same-family pairs settle through the family Comparer (Number,
#      String, Boolean, Atom, Pathon). Within a family:
#      a. Type literal vs concrete: type literal sorts FIRST.
#         (`Integer tcmp 0 → -1`, `String tcmp '' → -1`, etc.)
#      b. Type literal vs type literal: by lattice Rank
#         (`Number tcmp Integer → -1` because Number < Integer in Rank).
#      c. Concrete vs concrete: by value content (numeric magnitude,
#         lex, etc.). Cross-leaf numeric magnitude can tie
#         (`1 tcmp 1.0 → 0` — by design).
#
# The result is a strict total order over distinct lattice nodes; the
# only equivalence is cross-leaf numeric magnitude (1 == 1.0). See
# design/TYPE-ORDERING.10.md.

# a = 5
3.5 tcmp (make Pathon ['a' 'b'])	-1
3.5 tcmp Scalar	1
3.5 tcmp Atom	1
3.5 tcmp Boolean	1
3.5 tcmp Number	1
3.5 tcmp Integer	1
3.5 tcmp Float	1
3.5 tcmp String	-1
3.5 tcmp EmptyString	-1
3.5 tcmp ProperString	-1
3.5 tcmp Pathon	-1

# a = ''
'' tcmp 5	1
'' tcmp -2	1
'' tcmp 3.5	1
'' tcmp ''	0
'' tcmp 'hi'	-1
'' tcmp true	1
'' tcmp false	1
'' tcmp cat/q	1
'' tcmp (make Pathon ['a' 'b'])	-1
'' tcmp Scalar	1
'' tcmp Atom	1
'' tcmp Boolean	1
'' tcmp Number	1
'' tcmp Integer	1
'' tcmp Float	1
'' tcmp String	1
'' tcmp EmptyString	1
'' tcmp ProperString	1
'' tcmp Pathon	-1

# a = 'hi'
'hi' tcmp 5	1
'hi' tcmp -2	1
'hi' tcmp 3.5	1
'hi' tcmp ''	1
'hi' tcmp 'hi'	0
'hi' tcmp true	1
'hi' tcmp false	1
'hi' tcmp cat/q	1
'hi' tcmp (make Pathon ['a' 'b'])	-1
'hi' tcmp Scalar	1
'hi' tcmp Atom	1
'hi' tcmp Boolean	1
'hi' tcmp Number	1
'hi' tcmp Integer	1
'hi' tcmp Float	1
'hi' tcmp String	1
'hi' tcmp EmptyString	1
'hi' tcmp ProperString	1
'hi' tcmp Pathon	-1

# a = true
true tcmp 5	-1
true tcmp -2	-1
true tcmp 3.5	-1
true tcmp ''	-1
true tcmp 'hi'	-1
true tcmp true	0
true tcmp false	1
true tcmp cat/q	1
true tcmp (make Pathon ['a' 'b'])	-1
true tcmp Scalar	1
true tcmp Atom	1
true tcmp Boolean	1
true tcmp Number	-1
true tcmp Integer	-1
true tcmp Float	-1
true tcmp String	-1
true tcmp EmptyString	-1
true tcmp ProperString	-1
true tcmp Pathon	-1

# a = false
false tcmp 5	-1
false tcmp -2	-1
false tcmp 3.5	-1
false tcmp ''	-1
false tcmp 'hi'	-1
false tcmp true	-1
false tcmp false	0
false tcmp cat/q	1
false tcmp (make Pathon ['a' 'b'])	-1
false tcmp Scalar	1
false tcmp Atom	1
false tcmp Boolean	1
false tcmp Number	-1
false tcmp Integer	-1
false tcmp Float	-1
false tcmp String	-1
false tcmp EmptyString	-1
false tcmp ProperString	-1
false tcmp Pathon	-1

# a = cat/q
cat/q tcmp 5	-1
cat/q tcmp -2	-1
cat/q tcmp 3.5	-1
cat/q tcmp ''	-1
cat/q tcmp 'hi'	-1
cat/q tcmp true	-1
cat/q tcmp false	-1
cat/q tcmp cat/q	0
cat/q tcmp (make Pathon ['a' 'b'])	-1
cat/q tcmp Scalar	1
cat/q tcmp Atom	1
cat/q tcmp Boolean	-1
cat/q tcmp Number	-1
cat/q tcmp Integer	-1
cat/q tcmp Float	-1
cat/q tcmp String	-1
cat/q tcmp EmptyString	-1
cat/q tcmp ProperString	-1
cat/q tcmp Pathon	-1

# a = (make Pathon ['a' 'b'])
(make Pathon ['a' 'b']) tcmp 5	1
(make Pathon ['a' 'b']) tcmp -2	1
(make Pathon ['a' 'b']) tcmp 3.5	1
(make Pathon ['a' 'b']) tcmp ''	1
(make Pathon ['a' 'b']) tcmp 'hi'	1
(make Pathon ['a' 'b']) tcmp true	1
(make Pathon ['a' 'b']) tcmp false	1
(make Pathon ['a' 'b']) tcmp cat/q	1
(make Pathon ['a' 'b']) tcmp (make Pathon ['a' 'b'])	0
(make Pathon ['a' 'b']) tcmp Scalar	1
(make Pathon ['a' 'b']) tcmp Atom	1
(make Pathon ['a' 'b']) tcmp Boolean	1
(make Pathon ['a' 'b']) tcmp Number	1
(make Pathon ['a' 'b']) tcmp Integer	1
(make Pathon ['a' 'b']) tcmp Float	1
(make Pathon ['a' 'b']) tcmp String	1
(make Pathon ['a' 'b']) tcmp EmptyString	1
(make Pathon ['a' 'b']) tcmp ProperString	1
(make Pathon ['a' 'b']) tcmp Pathon	1

# a = Scalar
Scalar tcmp 5	-1
Scalar tcmp -2	-1
Scalar tcmp 3.5	-1
Scalar tcmp ''	-1
Scalar tcmp 'hi'	-1
Scalar tcmp true	-1
Scalar tcmp false	-1
Scalar tcmp cat/q	-1
Scalar tcmp (make Pathon ['a' 'b'])	-1
Scalar tcmp Scalar	0
Scalar tcmp Atom	-1
Scalar tcmp Boolean	-1
Scalar tcmp Number	-1
Scalar tcmp Integer	-1
Scalar tcmp Float	-1
Scalar tcmp String	-1
Scalar tcmp EmptyString	-1
Scalar tcmp ProperString	-1
Scalar tcmp Pathon	-1

# a = Atom
Atom tcmp 5	-1
Atom tcmp -2	-1
Atom tcmp 3.5	-1
Atom tcmp ''	-1
Atom tcmp 'hi'	-1
Atom tcmp true	-1
Atom tcmp false	-1
Atom tcmp cat/q	-1
Atom tcmp (make Pathon ['a' 'b'])	-1
Atom tcmp Scalar	1
Atom tcmp Atom	0
Atom tcmp Boolean	-1
Atom tcmp Number	-1
Atom tcmp Integer	-1
Atom tcmp Float	-1
Atom tcmp String	-1
Atom tcmp EmptyString	-1
Atom tcmp ProperString	-1
Atom tcmp Pathon	-1

# a = Boolean
Boolean tcmp 5	-1
Boolean tcmp -2	-1
Boolean tcmp 3.5	-1
Boolean tcmp ''	-1
Boolean tcmp 'hi'	-1
Boolean tcmp true	-1
Boolean tcmp false	-1
Boolean tcmp cat/q	1
Boolean tcmp (make Pathon ['a' 'b'])	-1
Boolean tcmp Scalar	1
Boolean tcmp Atom	1
Boolean tcmp Boolean	0
Boolean tcmp Number	-1
Boolean tcmp Integer	-1
Boolean tcmp Float	-1
Boolean tcmp String	-1
Boolean tcmp EmptyString	-1
Boolean tcmp ProperString	-1
Boolean tcmp Pathon	-1

# a = Number
Number tcmp 5	-1
Number tcmp -2	-1
Number tcmp 3.5	-1
Number tcmp ''	-1
Number tcmp 'hi'	-1
Number tcmp true	1
Number tcmp false	1
Number tcmp cat/q	1
Number tcmp (make Pathon ['a' 'b'])	-1
Number tcmp Scalar	1
Number tcmp Atom	1
Number tcmp Boolean	1
Number tcmp Number	0
Number tcmp Integer	-1
Number tcmp Float	-1
Number tcmp String	-1
Number tcmp EmptyString	-1
Number tcmp ProperString	-1
Number tcmp Pathon	-1

# a = Integer
Integer tcmp 5	-1
Integer tcmp -2	-1
Integer tcmp 3.5	-1
Integer tcmp ''	-1
Integer tcmp 'hi'	-1
Integer tcmp true	1
Integer tcmp false	1
Integer tcmp cat/q	1
Integer tcmp (make Pathon ['a' 'b'])	-1
Integer tcmp Scalar	1
Integer tcmp Atom	1
Integer tcmp Boolean	1
Integer tcmp Number	1
Integer tcmp Integer	0
Integer tcmp Float	-1
Integer tcmp String	-1
Integer tcmp EmptyString	-1
Integer tcmp ProperString	-1
Integer tcmp Pathon	-1

# a = Float
Float tcmp 5	-1
Float tcmp -2	-1
Float tcmp 3.5	-1
Float tcmp ''	-1
Float tcmp 'hi'	-1
Float tcmp true	1
Float tcmp false	1
Float tcmp cat/q	1
Float tcmp (make Pathon ['a' 'b'])	-1
Float tcmp Scalar	1
Float tcmp Atom	1
Float tcmp Boolean	1
Float tcmp Number	1
Float tcmp Integer	1
Float tcmp Float	0
Float tcmp String	-1
Float tcmp EmptyString	-1
Float tcmp ProperString	-1
Float tcmp Pathon	-1

# a = String
String tcmp 5	1
String tcmp -2	1
String tcmp 3.5	1
String tcmp ''	-1
String tcmp 'hi'	-1
String tcmp true	1
String tcmp false	1
String tcmp cat/q	1
String tcmp (make Pathon ['a' 'b'])	-1
String tcmp Scalar	1
String tcmp Atom	1
String tcmp Boolean	1
String tcmp Number	1
String tcmp Integer	1
String tcmp Float	1
String tcmp String	0
String tcmp EmptyString	-1
String tcmp ProperString	-1
String tcmp Pathon	-1

# a = EmptyString
EmptyString tcmp 5	1
EmptyString tcmp -2	1
EmptyString tcmp 3.5	1
EmptyString tcmp ''	-1
EmptyString tcmp 'hi'	-1
EmptyString tcmp true	1
EmptyString tcmp false	1
EmptyString tcmp cat/q	1
EmptyString tcmp (make Pathon ['a' 'b'])	-1
EmptyString tcmp Scalar	1
EmptyString tcmp Atom	1
EmptyString tcmp Boolean	1
EmptyString tcmp Number	1
EmptyString tcmp Integer	1
EmptyString tcmp Float	1
EmptyString tcmp String	1
EmptyString tcmp EmptyString	0
EmptyString tcmp ProperString	-1
EmptyString tcmp Pathon	-1

# a = ProperString
ProperString tcmp 5	1
ProperString tcmp -2	1
ProperString tcmp 3.5	1
ProperString tcmp ''	-1
ProperString tcmp 'hi'	-1
ProperString tcmp true	1
ProperString tcmp false	1
ProperString tcmp cat/q	1
ProperString tcmp (make Pathon ['a' 'b'])	-1
ProperString tcmp Scalar	1
ProperString tcmp Atom	1
ProperString tcmp Boolean	1
ProperString tcmp Number	1
ProperString tcmp Integer	1
ProperString tcmp Float	1
ProperString tcmp String	1
ProperString tcmp EmptyString	1
ProperString tcmp ProperString	0
ProperString tcmp Pathon	-1

# a = Pathon
Pathon tcmp 5	1
Pathon tcmp -2	1
Pathon tcmp 3.5	1
Pathon tcmp ''	1
Pathon tcmp 'hi'	1
Pathon tcmp true	1
Pathon tcmp false	1
Pathon tcmp cat/q	1
Pathon tcmp (make Pathon ['a' 'b'])	-1
Pathon tcmp Scalar	1
Pathon tcmp Atom	1
Pathon tcmp Boolean	1
Pathon tcmp Number	1
Pathon tcmp Integer	1
Pathon tcmp Float	1
Pathon tcmp String	1
Pathon tcmp EmptyString	1
Pathon tcmp ProperString	1
Pathon tcmp Pathon	0

# =============================================================================
# Cross-numeric magnitude — traditional arithmetic order survives the
# Integer/Float lattice split.
#
# The Number Comparer (`numberCompareBehavior` on TNumber) is the
# lowest common ancestor for any Integer/Float pair; it projects
# both sides into float64 and orders by magnitude. The per-leaf Rank
# (Integer 2.031·10¹⁰, Float 2.032·10¹⁰) is never consulted because
# the LCA walk finds the Comparer first.
# =============================================================================

1.1 tcmp 2	-1	# 1.1 < 2 — the headline traditional-semantics case
2 tcmp 1.1	1
1.1 lt 2	true
2 gt 1.1	true
2.5 tcmp 2	1
2 tcmp 2.5	-1
1 tcmp 1.0001	-1
1.0001 tcmp 1	1
1.0 tcmp 1	0	# magnitude equality across Integer/Float collapses to 0
1 tcmp 1.0	0
-1 tcmp -1.0	0
0 tcmp 0.0	0
0.0 tcmp 0	0
1.5 tcmp 2.5	-1
2.5 tcmp 1.5	1
-3 tcmp 2	-1
-3 tcmp -2	-1
-2 tcmp -3	1

# =============================================================================
# Same-length List comparisons — element-wise via CompareValues.
#
# Lists order by length first (different length is decisive); when
# lengths match, the walk returns the first non-zero per-element
# comparison.
# =============================================================================

[] tcmp []	0
[1] tcmp [1]	0
[1 2 3] tcmp [1 2 3]	0
[1] tcmp [2]	-1
[2] tcmp [1]	1
[1 2] tcmp [1 3]	-1
[1 3] tcmp [1 2]	1
[1 2 3] tcmp [1 2 4]	-1
[1 2 4] tcmp [1 2 3]	1
[1 'a'] tcmp [1 'b']	-1
[1 'a'] tcmp [1 'a']	0
[true false] tcmp [true true]	-1
['a' 1] tcmp ['a' 2]	-1

# Cross-numeric inside lists (verifies the per-element Comparer
# walks all the way down).
[1.1 2] tcmp [1 2.1]	1	# (1.1 tcmp 1) = 1 — stops the walk

# Length-differs is decisive — element-wise is not reached.
[] tcmp [1]	-1
[1] tcmp []	1
[1] tcmp [1 2]	-1
[1 2] tcmp [1]	1
[1 2 3] tcmp [1 2 3 4]	-1
[1 2 3 4] tcmp [1 2 3]	1
[1 2 99] tcmp [9]	1	# length 3 > length 1 — content irrelevant
[9] tcmp [1 2 99]	-1

# Nested — recursive CompareValues.
[[1] [2]] tcmp [[1] [3]]	-1
[[1 2] [3]] tcmp [[1 2] [3]]	0
[[1] [2 3]] tcmp [[1] [2 4]]	-1
[[1] []] tcmp [[1] [0]]	-1	# inner length differs

# =============================================================================
# Same-length Map comparisons — sorted-keys then per-key values.
#
# Maps order by length first, then by their sorted key lists
# lexically, then by the values stored at each shared key in sorted-
# key order.
# =============================================================================

{} tcmp {}	0
{a:1} tcmp {a:1}	0
{a:1 b:2} tcmp {a:1 b:2}	0
{a:1 b:2} tcmp {b:2 a:1}	0	# declaration order doesn't matter

# Same length, same keyset, different values.
{a:1} tcmp {a:2}	-1
{a:2} tcmp {a:1}	1
{a:1 b:2} tcmp {a:1 b:3}	-1
{a:1 b:3} tcmp {a:1 b:2}	1
{a:2 b:1} tcmp {a:1 b:2}	1	# first key-walk diff (a: 2>1) wins

# Same length, different keyset → keys decide.
{a:1} tcmp {b:1}	-1
{b:1} tcmp {a:1}	1
{a:1 c:2} tcmp {a:1 b:2}	1	# c > b lex
{a:1 b:2} tcmp {a:1 c:2}	-1

# Length differs.
{} tcmp {a:1}	-1
{a:1} tcmp {}	1
{a:1 b:2} tcmp {a:1}	1
{a:1} tcmp {a:1 b:2}	-1

# Nested.
{a:[1 2]} tcmp {a:[1 3]}	-1
{a:{b:1}} tcmp {a:{b:2}}	-1
[{a:1}] tcmp [{a:2}]	-1

# =============================================================================
# None / Never / Any ordering — degenerate roots sort cleanly by Rank.
# =============================================================================

none tcmp none	0
none tcmp Any	1	# None Rank 12·10⁹ > Any Rank 11·10⁹
Any tcmp none	-1
none tcmp 5	-1	# None < Integer band
5 tcmp none	1
Never tcmp Any	1
Any tcmp Never	-1
Never tcmp none	1
none tcmp Never	-1
Never tcmp 5	-1	# Never Rank 13·10⁹ < Integer Rank 20.31·10⁹

# =============================================================================
# Cross-branch ordering — Rank decides cleanly.
#
# Booleans < Numbers < Strings < Paths < Times    (Scalar 2·10¹⁰ band)
# < Lists < Maps                                   (Node 3·10¹⁰ band)
# < Objects < Records < Options …                 (Ideal 4·10¹⁰ band)
# < Words                                          (Word 5·10¹⁰ band)
# < Functions < Disjuncts < …                     (Type 6·10¹⁰ band)
# =============================================================================

true tcmp 5	-1	# Boolean band < Integer
5 tcmp true	1
5 tcmp 'a'	-1	# Integer < ProperString
'a' tcmp 5	1
'a' tcmp [1]	-1	# String band < List band
[1] tcmp 'a'	1
[1] tcmp {a:1}	-1	# List < Map
{a:1} tcmp [1]	1
{a:1} tcmp foo/q	1	# Atom Rank 20.1·10⁹ < Map Rank 30.2·10⁹
foo/q tcmp {a:1}	-1
{a:1} tcmp 'x'	1	# Map > String (30·10⁹ > 20·10⁹)

# =============================================================================
# Transitivity battery — for each chain a < b < c we assert a < c
# AND the conjunction of all three pairs. If any link breaks,
# transitivity fails and the test reports false.
# =============================================================================

# Numeric chain (within Integer family).
(1 lt 2) and (2 lt 3) and (1 lt 3)	true
(-5 lt 0) and (0 lt 5) and (-5 lt 5)	true
(0 lt 1) and (1 lt 99) and (0 lt 99)	true

# Cross-numeric chain (Integer/Float mixed).
(1 lt 1.5) and (1.5 lt 2) and (1 lt 2)	true
(0 lt 1.1) and (1.1 lt 2) and (0 lt 2)	true
(0.5 lt 1.5) and (1.5 lt 2.5) and (0.5 lt 2.5)	true
(-3.14 lt 0) and (0 lt 3.14) and (-3.14 lt 3.14)	true

# String chain.
('' lt 'a') and ('a' lt 'b') and ('' lt 'b')	true
('apple' lt 'banana') and ('banana' lt 'cherry') and ('apple' lt 'cherry')	true

# Boolean chain. (Cross-family clauses use tcmp — the total order —
# since lt only orders within a family; `(a tcmp b) lt 0` ≡ "a < b".)
((false tcmp true) lt 0) and ((true tcmp 0) lt 0) and ((false tcmp 0) lt 0)	true	# Bool < Int

# Cross-family chain (Boolean → Integer → String → List).
((false tcmp 5) lt 0) and ((5 tcmp 'a') lt 0) and ((false tcmp 'a') lt 0)	true
((true tcmp 5) lt 0) and ((5 tcmp 'hi') lt 0) and ((true tcmp 'hi') lt 0)	true
(('a' tcmp [1]) lt 0) and (([1] tcmp {x:1}) lt 0) and (('a' tcmp {x:1}) lt 0)	true
((true tcmp 'x') lt 0) and (('x' tcmp [0]) lt 0) and ((true tcmp [0]) lt 0)	true

# Long chain (six values, transitive across the whole length).
((false tcmp 0) lt 0) and ((0 tcmp 1) lt 0) and ((1 tcmp 'a') lt 0) and (('a' tcmp [1]) lt 0) and (([1] tcmp {x:1}) lt 0)	true
((false tcmp 1) lt 0) and ((1 tcmp 'a') lt 0) and ((false tcmp 'a') lt 0)	true

# none / Any / Never chain.
((Any tcmp none) lt 0) and ((none tcmp Never) lt 0) and ((Any tcmp Never) lt 0)	true
((Any tcmp 5) lt 0) and ((none tcmp 5) lt 0) and ((Never tcmp 5) lt 0)	true
((Any tcmp none) lt 0) and ((none tcmp 5) lt 0) and ((Any tcmp 5) lt 0)	true

# Antisymmetry for the strict-order cases (a < b ⇒ ¬(b < a)).
(1 lt 2) and (not (2 lt 1))	true
('a' lt 'b') and (not ('b' lt 'a'))	true
(false lt true) and (not (true lt false))	true
(1.1 lt 2) and (not (2 lt 1.1))	true

# Reflexivity — a tcmp a is 0 for every type literal and concrete value.
0 tcmp 0	0
1 tcmp 1	0
3.14 tcmp 3.14	0
'' tcmp ''	0
'hello' tcmp 'hello'	0
true tcmp true	0
false tcmp false	0
foo/q tcmp foo/q	0
[] tcmp []	0
{} tcmp {}	0
[1 2 3] tcmp [1 2 3]	0
{a:1} tcmp {a:1}	0

# =============================================================================
# Type-literal-first rule (the former family-zero-collapse anomaly,
# now fixed). Within a family, a bare type literal sorts strictly
# BELOW every concrete inhabitant, including the family's zero value.
# litVsConcreteOrder fires at the top of each family Comparer so the
# Data==nil literal isn't read as a zero payload.
# =============================================================================

# Type literal < family zero value (and < every concrete inhabitant).
Integer tcmp 0	-1
0 tcmp Integer	1
Float tcmp 0	-1
Float tcmp 0.0	-1
Number tcmp 0	-1
Boolean tcmp false	-1
false tcmp Boolean	1
String tcmp ''	-1
'' tcmp String	1
EmptyString tcmp ''	-1

# Same-family type literals order by lattice Rank (litVsLitOrder
# delegates to compareTypes).
Integer tcmp Number	1	# Integer Rank 20.31·10⁹ > Number Rank 20.3·10⁹
Number tcmp Float	-1	# Number 20.3 < Float 20.32
Integer tcmp Float	-1	# Integer 20.31 < Float 20.32
EmptyString tcmp ProperString	-1	# EmptyStr 20.41 < ProperStr 20.42
EmptyString tcmp String	1	# EmptyStr 20.41 > String 20.4
ProperString tcmp String	1	# ProperStr 20.42 > String 20.4

# Atom and Pathon follow the same rule.
Atom tcmp foo/q	-1	# Atom literal < every concrete atom
Atom tcmp Atom	0	# self-equal
Pathon tcmp (make Pathon ['a'])	-1	# Pathon literal < every concrete path
Pathon tcmp Pathon	0	# self-equal

# =============================================================================
# DepScalar ordering — canonical-form lex when paired with itself;
# numeric Comparer signals ErrNoComparer for DepScalar inputs so the
# fall-through reaches Scalar/comparePathons.
# =============================================================================

(Integer gt 10) tcmp (Integer gt 10)	0
(Integer gt 10) tcmp (Integer gt 20)	-1	# "(Integer gt 10)" < "(Integer gt 20)" lex
(Integer gt 10) lt (Integer gt 20)	true
(Integer gt 20) lt (Integer gt 10)	false

# =============================================================================
# User-defined types — every kind, type-literal and instance ordering.
#
# Each row declares its types inline (they live for the duration of
# the expression). The two interesting axes:
#
#   1. Same-kind ordering: user-type Rank shares one band per branch
#      (Scalar 2.1·10¹⁰, Node 3.1·10¹⁰, Ideal 4.1·10¹⁰); within the
#      band compareTypes tiebreaks by depth then lex name.
#   2. User-type vs kernel: kernel positional Rank (e.g. Class
#      4.1·10⁹) sits BELOW the user band (4.1·10¹⁰), so a user-
#      defined Class subtype sorts AFTER Class itself.
#
# Plus the within-family rule still applies: a user-type LITERAL
# sorts strictly below any concrete instance of that user type.
# =============================================================================

# --- Class-subtype kind (lattice-minted via `class`) ---
def Cat class {color:String} def Dog class {breed:String} Cat tcmp Dog	-1
def Cat class {color:String} def Dog class {breed:String} Dog tcmp Cat	1
def Cat class {color:String} def Dog class {breed:String} Cat tcmp Cat	0
def Cat class {color:String} (make Cat {color:'orange'}) tcmp Cat	1
def Cat class {color:String} Cat tcmp (make Cat {color:'orange'})	-1
def Cat class {color:String} (make Cat {color:'a'}) tcmp (make Cat {color:'b'})	-1
def Cat class {color:String} (make Cat {color:'b'}) tcmp (make Cat {color:'a'})	1
def Cat class {color:String} (make Cat {color:'a'}) tcmp (make Cat {color:'a'})	0

# --- Record kind (Value-typed — RecordTypeInfo body) ---
def Person refine Record [name:String age:Integer] Person tcmp Person	0
def Person refine Record [name:String age:Integer] def House refine Record [addr:String] Person tcmp House	1
def Person refine Record [name:String age:Integer] def House refine Record [addr:String] House tcmp Person	-1
def Person refine Record [name:String age:Integer] (make Person {name:'a' age:1}) tcmp Person	-1	# Stage 2 flip (design/legacy/TYPE-REPRESENTATION.1.ignore §6, tcmp row): the name denotes its minted node, which orders in the type band
def Person refine Record [name:String age:Integer] Person tcmp Record	-1	# Person is a Map-typed body (Node band) — Record kernel is in Ideal band
def Person refine Record [name:String age:Integer] Record tcmp Person	1

# --- Disjunct kind (`tor` union) ---
def Maybe (String tor None) Maybe tcmp Maybe	0
# `tor` is commutative: alternatives are stored in canonical tcmp order, so
# `A tor B` and `B tor A` build the identical value — equal under tcmp and
# rendered identically (with `tor`, never `|`).
tcmp (None tor 1) (1 tor None)	0	commutative: reordered terms compare equal
tcmp (Integer tor String) (String tor Integer)	0	commutative: type-literal union order-insensitive
(String tor None) teq (None tor String)	true	commutative union: teq sees them as the same type
# Cross-leaf magnitude equality (1 cmp 1.0 == 0) leaves two type-distinct alts
# the primary tcmp order cannot separate; a CanonValue tiebreak still gives them
# a deterministic order, so even this union is commutative.
tcmp (1 tor 1.0) (1.0 tor 1)	0	commutative: magnitude-equal cross-leaf alternatives still canonicalise
(1 tor 1.0) teq (1.0 tor 1)	true	magnitude-equal union: order-insensitive under teq
def Maybe (String tor None) def Choice (Integer tor Boolean) Maybe tcmp Choice	1
def Maybe (String tor None) def Choice (Integer tor Boolean) Choice tcmp Maybe	-1
def Maybe (String tor None) Maybe tcmp Disjunct	1
def Maybe (String tor None) Disjunct tcmp Maybe	-1

# --- Enum kind (Value-typed Disjunct subtype) ---
def Color enum [red green blue] Color tcmp Color	0
def Color enum [red green blue] def Size enum [small large] Color tcmp Size	-1
def Color enum [red green blue] def Size enum [small large] Size tcmp Color	1
def Color enum [red green blue] Color tcmp Enum	1
def Color enum [red green blue] Enum tcmp Color	-1

# --- Predicate kind (lattice-minted under the input type) ---
def Positive fn [n:Integer Integer [if (n gt 0) [n] [None]]] Positive tcmp Positive	0
def Positive fn [n:Integer Integer [if (n gt 0) [n] [None]]] def Negative fn [n:Integer Integer [if (n lt 0) [n] [None]]] Negative tcmp Positive	-1	# §6 tcmp row: named predicate types order as TYPES (name lex within the band), not as fn values
def Positive fn [n:Integer Integer [if (n gt 0) [n] [None]]] def Negative fn [n:Integer Integer [if (n lt 0) [n] [None]]] Positive tcmp Negative	1
def Positive fn [n:Integer Integer [if (n gt 0) [n] [None]]] Positive tcmp Function	-1	# §6 tcmp row: a named predicate type is a SUBTYPE below Function, ordering under its base
def Positive fn [n:Integer Integer [if (n gt 0) [n] [None]]] Function tcmp Positive	1

# --- Cross-kind user types (Rank bands decide) ---
def Cat class {x:Integer} def Maybe (String tor None) Cat tcmp Maybe	-1
def Cat class {x:Integer} def Maybe (String tor None) Maybe tcmp Cat	1
def Cat class {x:Integer} def Color enum [a b] Cat tcmp Color	-1
def Cat class {x:Integer} def Color enum [a b] Color tcmp Cat	1

# --- Transitivity across user types ---
def Cat class {x:Integer} def Dog class {y:Integer} (((Cat tcmp Dog) lt 0) and ((Dog tcmp (make Dog {y:1})) lt 0) and ((Cat tcmp (make Dog {y:1})) lt 0))	true	# transitive: Cat < Dog < Dog-instance, so Cat < Dog-instance
def A class {x:Integer} def B class {x:Integer} def C class {x:Integer} (((A tcmp B) lt 0) and ((B tcmp C) lt 0) and ((A tcmp C) lt 0))	true

# --- User type sorts after every kernel type in its branch ---
def Cat class {x:Integer} (((Resource tcmp Cat) lt 0) and ((Entity tcmp Cat) lt 0))	true
